gobierno,gestion,mes,mes_abrev,mes_str,fecha,tipo_regalias_2,tipo_regalia,region,monto
Pando,2021,5,May,05-May,1619827200000.0,Regalia,Regalia Compensatoria,Pando,0.55840515
Beni,2017,8,Ago,08-Ago,1501545600000.0,Regalia,Regalia Compensatoria,Beni,1.88339592
Chuquisaca,2018,9,Sep,09-Sep,1535760000000.0,Regalia,Regalia Departamental,Chuquisaca,4.55592269
Chuquisaca,2010,6,Jun,06-Jun,1275350400000.0,Regalia,Regalia Departamental,Chuquisaca,1.74715032
Tarija,2007,12,Dic,12-Dic,1196467200000.0,Regalia,Regalia Departamental,Tarija,16.97015675
Tarija,2018,9,Sep,09-Sep,1535760000000.0,Regalia,Regalia Departamental,Tarija,9.44172175
Chuquisaca,2017,8,Ago,08-Ago,1501545600000.0,Regalia,Regalia Departamental,Chuquisaca,3.7103709
Tarija,2012,12,Dic,12-Dic,1354320000000.0,Regalia,Regalia Departamental,Gran Chaco,17.66679558
IDH,2018,10,Oct,10-Oct,1538352000000.0,IDH,IDH,IDH,105.945169
Cochabamba,2007,1,Ene,01-Ene,1167609600000.0,Regalia,Regalia Departamental,Cochabamba,2.55755118
Beni,2020,3,Mar,03-Mar,1583020800000.0,Regalia,Regalia Compensatoria,Beni,1.6009395
IDH,2022,8,Ago,08-Ago,1659312000000.0,IDH,IDH,IDH,90.770351
Tarija,2019,8,Ago,08-Ago,1564617600000.0,Regalia,Regalia Departamental,Gran Chaco,5.68212807
Chuquisaca,2021,5,May,05-May,1619827200000.0,Regalia,Regalia Departamental,Chuquisaca,2.36914757
IDH,2023,9,Sep,09-Sep,1693526400000.0,IDH,IDH,IDH,62.995129
Pando,2023,11,Nov,11-Nov,1698796800000.0,Regalia,Regalia Compensatoria,Pando,0.62896597
Beni,2017,4,Abr,04-Abr,1491004800000.0,Regalia,Regalia Compensatoria,Beni,1.23115541
Pando,2010,9,Sep,09-Sep,1283299200000.0,Regalia,Regalia Compensatoria,Pando,0.9972295
Beni,2007,12,Dic,12-Dic,1196467200000.0,Regalia,Regalia Compensatoria,Beni,1.53988509
Santa Cruz,2008,2,Feb,02-Feb,1201824000000.0,Regalia,Regalia Departamental,Santa Cruz,3.95151757
Santa Cruz,2014,3,Mar,03-Mar,1393632000000.0,Regalia,Regalia Departamental,Santa Cruz,12.79176349
Santa Cruz,2025,11,Nov,11-Nov,1761955200000.0,Regalia,Regalia Departamental,Santa Cruz,5.69833054
Tarija,2009,5,May,05-May,1241136000000.0,Regalia,Regalia Departamental,Gran Chaco,
Cochabamba,2007,10,Oct,10-Oct,1191196800000.0,Regalia,Regalia Departamental,Cochabamba,2.93246837
Santa Cruz,2022,4,Abr,04-Abr,1648771200000.0,Regalia,Regalia Departamental,Santa Cruz,12.02819251
Tarija,2014,6,Jun,06-Jun,1401580800000.0,Regalia,Regalia Departamental,Gran Chaco,18.57408363
IDH,2011,2,Feb,02-Feb,1296518400000.0,IDH,IDH,IDH,94.10703
IDH,2010,5,May,05-May,1272672000000.0,IDH,IDH,IDH,74.64512
TGN,2016,5,May,05-May,1462060800000.0,Participacion,Participacion TGN,TGN,12.36671462
TGN,2024,6,Jun,06-Jun,1717200000000.0,Participacion,Participacion TGN,TGN,11.23724669
Santa Cruz,2023,3,Mar,03-Mar,1677628800000.0,Regalia,Regalia Departamental,Santa Cruz,11.56619518
Beni,2016,12,Dic,12-Dic,1480550400000.0,Regalia,Regalia Compensatoria,Beni,1.38871876
Pando,2012,11,Nov,11-Nov,1351728000000.0,Regalia,Regalia Compensatoria,Pando,1.77202059
IDH,2011,8,Ago,08-Ago,1312156800000.0,IDH,IDH,IDH,107.896672
TGN,2009,4,Abr,04-Abr,1238544000000.0,Participacion,Participacion TGN,TGN,12.99311452
IDH,2007,7,Jul,07-Jul,1183248000000.0,IDH,IDH,IDH,61.98574367
Chuquisaca,2019,6,Jun,06-Jun,1559347200000.0,Regalia,Regalia Departamental,Chuquisaca,2.87395628
Tarija,2019,10,Oct,10-Oct,1569888000000.0,Regalia,Regalia Departamental,Tarija,8.00670255
Santa Cruz,2014,8,Ago,08-Ago,1406851200000.0,Regalia,Regalia Departamental,Santa Cruz,12.45148983
TGN,2011,3,Mar,03-Mar,1298937600000.0,Participacion,Participacion TGN,TGN,15.86729302
Tarija,2006,4,Abr,04-Abr,1143849600000.0,Regalia,Regalia Departamental,Gran Chaco,
Santa Cruz,2017,10,Oct,10-Oct,1506816000000.0,Regalia,Regalia Departamental,Santa Cruz,9.79340088
Cochabamba,2017,2,Feb,02-Feb,1485907200000.0,Regalia,Regalia Departamental,Cochabamba,0.97102949
IDH,2010,9,Sep,09-Sep,1283299200000.0,IDH,IDH,IDH,95.741058
Cochabamba,2007,4,Abr,04-Abr,1175385600000.0,Regalia,Regalia Departamental,Cochabamba,2.72886358
Tarija,2025,9,Sep,09-Sep,1756684800000.0,Regalia,Regalia Departamental,Gran Chaco,2.48890256
Tarija,2011,7,Jul,07-Jul,1309478400000.0,Regalia,Regalia Departamental,Tarija,13.29174309
Chuquisaca,2025,7,Jul,07-Jul,1751328000000.0,Regalia,Regalia Departamental,Chuquisaca,1.70701235
IDH,2017,1,Ene,01-Ene,1483228800000.0,IDH,IDH,IDH,73.726628
Santa Cruz,2022,6,Jun,06-Jun,1654041600000.0,Regalia,Regalia Departamental,Santa Cruz,12.11941247
Pando,2006,5,May,05-May,1146441600000.0,Regalia,Regalia Compensatoria,Pando,0.58636614
Tarija,2017,3,Mar,03-Mar,1488326400000.0,Regalia,Regalia Departamental,Gran Chaco,4.75736856
TGN,2010,3,Mar,03-Mar,1267401600000.0,Participacion,Participacion TGN,TGN,10.81395602
Pando,2022,6,Jun,06-Jun,1654041600000.0,Regalia,Regalia Compensatoria,Pando,0.90479113
IDH,2020,10,Oct,10-Oct,1601510400000.0,IDH,IDH,IDH,58.538443
Pando,2006,11,Nov,11-Nov,1162339200000.0,Regalia,Regalia Compensatoria,Pando,0.68759064
Chuquisaca,2011,2,Feb,02-Feb,1296518400000.0,Regalia,Regalia Departamental,Chuquisaca,1.62561002
Beni,2021,5,May,05-May,1619827200000.0,Regalia,Regalia Compensatoria,Beni,1.11681031
Chuquisaca,2017,10,Oct,10-Oct,1506816000000.0,Regalia,Regalia Departamental,Chuquisaca,3.80831445
Tarija,2017,6,Jun,06-Jun,1496275200000.0,Regalia,Regalia Departamental,Tarija,8.03126541
TGN,2018,11,Nov,11-Nov,1541030400000.0,Participacion,Participacion TGN,TGN,19.84499148
Tarija,2018,1,Ene,01-Ene,1514764800000.0,Regalia,Regalia Departamental,Gran Chaco,7.29152211
Beni,2015,10,Oct,10-Oct,1443657600000.0,Regalia,Regalia Compensatoria,Beni,2.60100776
Cochabamba,2024,5,May,05-May,1714521600000.0,Regalia,Regalia Departamental,Cochabamba,0.3924283
TGN,2014,11,Nov,11-Nov,1414800000000.0,Participacion,Participacion TGN,TGN,36.87989551
Pando,2025,6,Jun,06-Jun,1748736000000.0,Regalia,Regalia Compensatoria,Pando,0.45400637
Tarija,2010,7,Jul,07-Jul,1277942400000.0,Regalia,Regalia Departamental,Gran Chaco,7.8435225
Tarija,2007,11,Nov,11-Nov,1193875200000.0,Regalia,Regalia Departamental,Gran Chaco,
IDH,2020,1,Ene,01-Ene,1577836800000.0,IDH,IDH,IDH,97.936006
Tarija,2015,9,Sep,09-Sep,1441065600000.0,Regalia,Regalia Departamental,Tarija,16.73027699
Tarija,2008,10,Oct,10-Oct,1222819200000.0,Regalia,Regalia Departamental,Tarija,24.83632658
Tarija,2024,5,May,05-May,1714521600000.0,Regalia,Regalia Departamental,Tarija,3.85572775
Santa Cruz,2007,4,Abr,04-Abr,1175385600000.0,Regalia,Regalia Departamental,Santa Cruz,2.82060142
Tarija,2018,4,Abr,04-Abr,1522540800000.0,Regalia,Regalia Departamental,Tarija,7.98186332
TGN,2014,1,Ene,01-Ene,1388534400000.0,Participacion,Participacion TGN,TGN,36.33552321
Tarija,2009,2,Feb,02-Feb,1233446400000.0,Regalia,Regalia Departamental,Gran Chaco,
Tarija,2021,2,Feb,02-Feb,1612137600000.0,Regalia,Regalia Departamental,Gran Chaco,4.45747976
Tarija,2016,8,Ago,08-Ago,1470009600000.0,Regalia,Regalia Departamental,Tarija,4.70669789
Pando,2010,6,Jun,06-Jun,1275350400000.0,Regalia,Regalia Compensatoria,Pando,0.87370504
Cochabamba,2017,3,Mar,03-Mar,1488326400000.0,Regalia,Regalia Departamental,Cochabamba,0.9265859
Cochabamba,2014,11,Nov,11-Nov,1414800000000.0,Regalia,Regalia Departamental,Cochabamba,2.3281914
IDH,2016,1,Ene,01-Ene,1451606400000.0,IDH,IDH,IDH,97.039645
Tarija,2010,12,Dic,12-Dic,1291161600000.0,Regalia,Regalia Departamental,Gran Chaco,10.34274341
IDH,2022,10,Oct,10-Oct,1664582400000.0,IDH,IDH,IDH,111.5907
Beni,2023,4,Abr,04-Abr,1680307200000.0,Regalia,Regalia Compensatoria,Beni,1.55943335
Beni,2015,8,Ago,08-Ago,1438387200000.0,Regalia,Regalia Compensatoria,Beni,1.79452545
Santa Cruz,2016,8,Ago,08-Ago,1470009600000.0,Regalia,Regalia Departamental,Santa Cruz,1.48278901
IDH,2023,8,Ago,08-Ago,1690848000000.0,IDH,IDH,IDH,58.58155057
Santa Cruz,2016,11,Nov,11-Nov,1477958400000.0,Regalia,Regalia Departamental,Santa Cruz,4.5839858
Beni,2019,12,Dic,12-Dic,1575158400000.0,Regalia,Regalia Compensatoria,Beni,1.67033202
Santa Cruz,2011,10,Oct,10-Oct,1317427200000.0,Regalia,Regalia Departamental,Santa Cruz,8.02136469
Santa Cruz,2018,1,Ene,01-Ene,1514764800000.0,Regalia,Regalia Departamental,Santa Cruz,5.14236941
IDH,2013,7,Jul,07-Jul,1372636800000.0,IDH,IDH,IDH,174.982401
Santa Cruz,2007,7,Jul,07-Jul,1183248000000.0,Regalia,Regalia Departamental,Santa Cruz,2.81232816
TGN,2018,6,Jun,06-Jun,1527811200000.0,Participacion,Participacion TGN,TGN,17.92250748
Beni,2019,2,Feb,02-Feb,1548979200000.0,Regalia,Regalia Compensatoria,Beni,1.45376295
Beni,2016,4,Abr,04-Abr,1459468800000.0,Regalia,Regalia Compensatoria,Beni,1.96014592
Beni,2012,11,Nov,11-Nov,1351728000000.0,Regalia,Regalia Compensatoria,Beni,3.54404119
TGN,2017,4,Abr,04-Abr,1491004800000.0,Participacion,Participacion TGN,TGN,11.08039837
Santa Cruz,2021,9,Sep,09-Sep,1630454400000.0,Regalia,Regalia Departamental,Santa Cruz,9.04163316
TGN,2023,2,Feb,02-Feb,1675209600000.0,Participacion,Participacion TGN,TGN,14.77139339
Pando,2016,6,Jun,06-Jun,1464739200000.0,Regalia,Regalia Compensatoria,Pando,0.4548132
Beni,2021,3,Mar,03-Mar,1614556800000.0,Regalia,Regalia Compensatoria,Beni,1.2151127
TGN,2019,11,Nov,11-Nov,1572566400000.0,Participacion,Participacion TGN,TGN,15.99285908
Tarija,2025,1,Ene,01-Ene,1735689600000.0,Regalia,Regalia Departamental,Tarija,3.35123144
Cochabamba,2011,9,Sep,09-Sep,1314835200000.0,Regalia,Regalia Departamental,Cochabamba,2.97403174
Pando,2009,7,Jul,07-Jul,1246406400000.0,Regalia,Regalia Compensatoria,Pando,0.58393198
Tarija,2024,6,Jun,06-Jun,1717200000000.0,Regalia,Regalia Departamental,Tarija,4.8970457
Tarija,2018,5,May,05-May,1525132800000.0,Regalia,Regalia Departamental,Tarija,7.98617541
Beni,2009,7,Jul,07-Jul,1246406400000.0,Regalia,Regalia Compensatoria,Beni,1.16786397
Tarija,2012,1,Ene,01-Ene,1325376000000.0,Regalia,Regalia Departamental,Gran Chaco,20.20741368
Beni,2022,9,Sep,09-Sep,1661990400000.0,Regalia,Regalia Compensatoria,Beni,1.89168222
Tarija,2025,7,Jul,07-Jul,1751328000000.0,Regalia,Regalia Departamental,Tarija,2.65401025
Chuquisaca,2010,7,Jul,07-Jul,1277942400000.0,Regalia,Regalia Departamental,Chuquisaca,1.50611867
Cochabamba,2020,5,May,05-May,1588291200000.0,Regalia,Regalia Departamental,Cochabamba,0.74874649
Beni,2019,1,Ene,01-Ene,1546300800000.0,Regalia,Regalia Compensatoria,Beni,2.11293309
Beni,2007,3,Mar,03-Mar,1172707200000.0,Regalia,Regalia Compensatoria,Beni,1.08250606
Tarija,2025,12,Dic,12-Dic,1764547200000.0,Regalia,Regalia Departamental,Gran Chaco,2.09279458
Chuquisaca,2013,12,Dic,12-Dic,1385856000000.0,Regalia,Regalia Departamental,Chuquisaca,6.42075503
TGN,2007,6,Jun,06-Jun,1180656000000.0,Participacion,Participacion TGN,TGN,10.70882665
Pando,2020,5,May,05-May,1588291200000.0,Regalia,Regalia Compensatoria,Pando,0.70723693
Santa Cruz,2007,11,Nov,11-Nov,1193875200000.0,Regalia,Regalia Departamental,Santa Cruz,3.44130348
Chuquisaca,2023,3,Mar,03-Mar,1677628800000.0,Regalia,Regalia Departamental,Chuquisaca,4.78581934
Tarija,2009,4,Abr,04-Abr,1238544000000.0,Regalia,Regalia Departamental,Gran Chaco,
TGN,2024,3,Mar,03-Mar,1709251200000.0,Participacion,Participacion TGN,TGN,11.59286538
Beni,2025,4,Abr,04-Abr,1743465600000.0,Regalia,Regalia Compensatoria,Beni,0.78793789
Beni,2025,1,Ene,01-Ene,1735689600000.0,Regalia,Regalia Compensatoria,Beni,0.87231702
Tarija,2023,10,Oct,10-Oct,1696118400000.0,Regalia,Regalia Departamental,Tarija,5.27531853
Pando,2018,3,Mar,03-Mar,1519862400000.0,Regalia,Regalia Compensatoria,Pando,0.88102048
Tarija,2019,5,May,05-May,1556668800000.0,Regalia,Regalia Departamental,Tarija,9.21286715
Cochabamba,2013,6,Jun,06-Jun,1370044800000.0,Regalia,Regalia Departamental,Cochabamba,3.26138136
Pando,2007,11,Nov,11-Nov,1193875200000.0,Regalia,Regalia Compensatoria,Pando,0.70575993
Santa Cruz,2006,10,Oct,10-Oct,1159660800000.0,Regalia,Regalia Departamental,Santa Cruz,3.33157816
Tarija,2012,6,Jun,06-Jun,1338508800000.0,Regalia,Regalia Departamental,Gran Chaco,13.92371172
Tarija,2009,8,Ago,08-Ago,1249084800000.0,Regalia,Regalia Departamental,Tarija,16.45447154
Beni,2024,8,Ago,08-Ago,1722470400000.0,Regalia,Regalia Compensatoria,Beni,1.14693488
Chuquisaca,2013,10,Oct,10-Oct,1380585600000.0,Regalia,Regalia Departamental,Chuquisaca,6.0748912
Pando,2016,5,May,05-May,1462060800000.0,Regalia,Regalia Compensatoria,Pando,0.6870397
Santa Cruz,2022,5,May,05-May,1651363200000.0,Regalia,Regalia Departamental,Santa Cruz,10.90999645
Tarija,2006,2,Feb,02-Feb,1138752000000.0,Regalia,Regalia Departamental,Tarija,11.13828304
Tarija,2007,6,Jun,06-Jun,1180656000000.0,Regalia,Regalia Departamental,Gran Chaco,
Tarija,2024,12,Dic,12-Dic,1733011200000.0,Regalia,Regalia Departamental,Gran Chaco,2.83386691
Cochabamba,2007,3,Mar,03-Mar,1172707200000.0,Regalia,Regalia Departamental,Cochabamba,2.2419095
Tarija,2023,1,Ene,01-Ene,1672531200000.0,Regalia,Regalia Departamental,Gran Chaco,5.2197435
Beni,2018,2,Feb,02-Feb,1517443200000.0,Regalia,Regalia Compensatoria,Beni,1.72504046
IDH,2017,3,Mar,03-Mar,1488326400000.0,IDH,IDH,IDH,59.095459
Chuquisaca,2025,2,Feb,02-Feb,1738368000000.0,Regalia,Regalia Departamental,Chuquisaca,2.45255358
Tarija,2010,1,Ene,01-Ene,1262304000000.0,Regalia,Regalia Departamental,Gran Chaco,7.16317332
Beni,2020,9,Sep,09-Sep,1598918400000.0,Regalia,Regalia Compensatoria,Beni,1.30908576
Tarija,2010,11,Nov,11-Nov,1288569600000.0,Regalia,Regalia Departamental,Tarija,13.02904717
Santa Cruz,2015,11,Nov,11-Nov,1446336000000.0,Regalia,Regalia Departamental,Santa Cruz,7.53930178
Tarija,2015,1,Ene,01-Ene,1420070400000.0,Regalia,Regalia Departamental,Tarija,24.32840596
Cochabamba,2013,7,Jul,07-Jul,1372636800000.0,Regalia,Regalia Departamental,Cochabamba,3.79945258
Chuquisaca,2022,1,Ene,01-Ene,1640995200000.0,Regalia,Regalia Departamental,Chuquisaca,2.9483864
Pando,2013,9,Sep,09-Sep,1377993600000.0,Regalia,Regalia Compensatoria,Pando,2.98561704
Pando,2007,8,Ago,08-Ago,1185926400000.0,Regalia,Regalia Compensatoria,Pando,0.72866558
Pando,2019,3,Mar,03-Mar,1551398400000.0,Regalia,Regalia Compensatoria,Pando,0.63421469
IDH,2015,7,Jul,07-Jul,1435708800000.0,IDH,IDH,IDH,118.471411
Chuquisaca,2014,11,Nov,11-Nov,1414800000000.0,Regalia,Regalia Departamental,Chuquisaca,7.55984406
IDH,2009,6,Jun,06-Jun,1243814400000.0,IDH,IDH,IDH,70.475087
TGN,2020,2,Feb,02-Feb,1580515200000.0,Participacion,Participacion TGN,TGN,19.01457463
Pando,2024,1,Ene,01-Ene,1704067200000.0,Regalia,Regalia Compensatoria,Pando,0.64638419
Tarija,2012,7,Jul,07-Jul,1341100800000.0,Regalia,Regalia Departamental,Gran Chaco,10.9815744
Pando,2013,6,Jun,06-Jun,1370044800000.0,Regalia,Regalia Compensatoria,Pando,1.65245258
Beni,2011,12,Dic,12-Dic,1322697600000.0,Regalia,Regalia Compensatoria,Beni,2.71897749
Chuquisaca,2023,6,Jun,06-Jun,1685577600000.0,Regalia,Regalia Departamental,Chuquisaca,4.02167589
Pando,2017,7,Jul,07-Jul,1498867200000.0,Regalia,Regalia Compensatoria,Pando,0.93422817
Tarija,2013,8,Ago,08-Ago,1375315200000.0,Regalia,Regalia Departamental,Tarija,31.26935596
Chuquisaca,2007,1,Ene,01-Ene,1167609600000.0,Regalia,Regalia Departamental,Chuquisaca,0.78323789
Tarija,2023,12,Dic,12-Dic,1701388800000.0,Regalia,Regalia Departamental,Tarija,4.62950462
TGN,2017,3,Mar,03-Mar,1488326400000.0,Participacion,Participacion TGN,TGN,10.23237851
Cochabamba,2007,6,Jun,06-Jun,1180656000000.0,Regalia,Regalia Departamental,Cochabamba,2.3234972
Cochabamba,2011,8,Ago,08-Ago,1312156800000.0,Regalia,Regalia Departamental,Cochabamba,3.96715696
Pando,2015,2,Feb,02-Feb,1422748800000.0,Regalia,Regalia Compensatoria,Pando,1.11746582
Chuquisaca,2007,3,Mar,03-Mar,1172707200000.0,Regalia,Regalia Departamental,Chuquisaca,0.32902942
Santa Cruz,2019,10,Oct,10-Oct,1569888000000.0,Regalia,Regalia Departamental,Santa Cruz,9.73894062
Pando,2025,12,Dic,12-Dic,1764547200000.0,Regalia,Regalia Compensatoria,Pando,0.32791474
Tarija,2006,4,Abr,04-Abr,1143849600000.0,Regalia,Regalia Departamental,Tarija,11.300844
Beni,2023,2,Feb,02-Feb,1675209600000.0,Regalia,Regalia Compensatoria,Beni,1.64126593
Pando,2014,5,May,05-May,1398902400000.0,Regalia,Regalia Compensatoria,Pando,1.78722238
Chuquisaca,2006,8,Ago,08-Ago,1154390400000.0,Regalia,Regalia Departamental,Chuquisaca,0.83486149
Beni,2012,5,May,05-May,1335830400000.0,Regalia,Regalia Compensatoria,Beni,2.74722751
Beni,2017,5,May,05-May,1493596800000.0,Regalia,Regalia Compensatoria,Beni,1.24183322
Cochabamba,2013,8,Ago,08-Ago,1375315200000.0,Regalia,Regalia Departamental,Cochabamba,3.9752919
Chuquisaca,2020,10,Oct,10-Oct,1601510400000.0,Regalia,Regalia Departamental,Chuquisaca,2.50181648
TGN,2014,9,Sep,09-Sep,1409529600000.0,Participacion,Participacion TGN,TGN,37.96567325
Tarija,2014,3,Mar,03-Mar,1393632000000.0,Regalia,Regalia Departamental,Gran Chaco,19.93844019
Cochabamba,2010,2,Feb,02-Feb,1264982400000.0,Regalia,Regalia Departamental,Cochabamba,2.25761616
Tarija,2022,6,Jun,06-Jun,1654041600000.0,Regalia,Regalia Departamental,Tarija,7.39573031
Beni,2016,1,Ene,01-Ene,1451606400000.0,Regalia,Regalia Compensatoria,Beni,2.45865747
TGN,2021,9,Sep,09-Sep,1630454400000.0,Participacion,Participacion TGN,TGN,13.0884923
Cochabamba,2015,7,Jul,07-Jul,1435708800000.0,Regalia,Regalia Departamental,Cochabamba,1.95595566
Chuquisaca,2025,4,Abr,04-Abr,1743465600000.0,Regalia,Regalia Departamental,Chuquisaca,1.8853365
Santa Cruz,2009,4,Abr,04-Abr,1238544000000.0,Regalia,Regalia Departamental,Santa Cruz,3.93172467
IDH,2023,2,Feb,02-Feb,1675209600000.0,IDH,IDH,IDH,78.780765
Santa Cruz,2014,7,Jul,07-Jul,1404172800000.0,Regalia,Regalia Departamental,Santa Cruz,11.60115435
Beni,2010,8,Ago,08-Ago,1280620800000.0,Regalia,Regalia Compensatoria,Beni,1.99866314
Tarija,2008,9,Sep,09-Sep,1220227200000.0,Regalia,Regalia Departamental,Gran Chaco,
Pando,2009,4,Abr,04-Abr,1238544000000.0,Regalia,Regalia Compensatoria,Pando,0.7218397
Chuquisaca,2021,6,Jun,06-Jun,1622505600000.0,Regalia,Regalia Departamental,Chuquisaca,2.98855051
Tarija,2022,11,Nov,11-Nov,1667260800000.0,Regalia,Regalia Departamental,Tarija,7.60535869
Cochabamba,2023,10,Oct,10-Oct,1696118400000.0,Regalia,Regalia Departamental,Cochabamba,0.40323832
Chuquisaca,2009,3,Mar,03-Mar,1235865600000.0,Regalia,Regalia Departamental,Chuquisaca,2.70532668
Pando,2009,5,May,05-May,1241136000000.0,Regalia,Regalia Compensatoria,Pando,0.7019066
IDH,2007,8,Ago,08-Ago,1185926400000.0,IDH,IDH,IDH,68.20589476
TGN,2015,2,Feb,02-Feb,1422748800000.0,Participacion,Participacion TGN,TGN,20.11438478
TGN,2016,4,Abr,04-Abr,1459468800000.0,Participacion,Participacion TGN,TGN,17.64131316
Pando,2013,2,Feb,02-Feb,1359676800000.0,Regalia,Regalia Compensatoria,Pando,1.77775377
Beni,2006,6,Jun,06-Jun,1149120000000.0,Regalia,Regalia Compensatoria,Beni,1.0733445
Tarija,2022,5,May,05-May,1651363200000.0,Regalia,Regalia Departamental,Tarija,6.51005763
TGN,2025,6,Jun,06-Jun,1748736000000.0,Participacion,Participacion TGN,TGN,8.17211472
Pando,2022,10,Oct,10-Oct,1664582400000.0,Regalia,Regalia Compensatoria,Pando,1.16240313
Tarija,2007,1,Ene,01-Ene,1167609600000.0,Regalia,Regalia Departamental,Tarija,15.05086406
Pando,2022,5,May,05-May,1651363200000.0,Regalia,Regalia Compensatoria,Pando,0.80697964
Santa Cruz,2010,7,Jul,07-Jul,1277942400000.0,Regalia,Regalia Departamental,Santa Cruz,4.36957734
IDH,2008,11,Nov,11-Nov,1225497600000.0,IDH,IDH,IDH,103.07508811
Tarija,2006,11,Nov,11-Nov,1162339200000.0,Regalia,Regalia Departamental,Gran Chaco,
Tarija,2022,10,Oct,10-Oct,1664582400000.0,Regalia,Regalia Departamental,Gran Chaco,7.00944793
Santa Cruz,2013,8,Ago,08-Ago,1375315200000.0,Regalia,Regalia Departamental,Santa Cruz,15.03269647
Chuquisaca,2025,1,Ene,01-Ene,1735689600000.0,Regalia,Regalia Departamental,Chuquisaca,1.7979707
Tarija,2024,10,Oct,10-Oct,1727740800000.0,Regalia,Regalia Departamental,Gran Chaco,3.36772164
Cochabamba,2017,9,Sep,09-Sep,1504224000000.0,Regalia,Regalia Departamental,Cochabamba,1.00140737
Tarija,2023,10,Oct,10-Oct,1696118400000.0,Regalia,Regalia Departamental,Gran Chaco,4.3161697
Beni,2018,1,Ene,01-Ene,1514764800000.0,Regalia,Regalia Compensatoria,Beni,1.87682349
Tarija,2007,1,Ene,01-Ene,1167609600000.0,Regalia,Regalia Departamental,Gran Chaco,
Pando,2014,12,Dic,12-Dic,1417392000000.0,Regalia,Regalia Compensatoria,Pando,2.02847747
IDH,2022,3,Mar,03-Mar,1646092800000.0,IDH,IDH,IDH,75.169535
Tarija,2012,3,Mar,03-Mar,1330560000000.0,Regalia,Regalia Departamental,Tarija,17.20412089
Cochabamba,2011,11,Nov,11-Nov,1320105600000.0,Regalia,Regalia Departamental,Cochabamba,3.02429743
Cochabamba,2021,6,Jun,06-Jun,1622505600000.0,Regalia,Regalia Departamental,Cochabamba,0.51957202
Beni,2012,3,Mar,03-Mar,1330560000000.0,Regalia,Regalia Compensatoria,Beni,2.76009353
TGN,2007,9,Sep,09-Sep,1188604800000.0,Participacion,Participacion TGN,TGN,13.4570831
IDH,2007,1,Ene,01-Ene,1167609600000.0,IDH,IDH,IDH,59.97825119
Chuquisaca,2008,8,Ago,08-Ago,1217548800000.0,Regalia,Regalia Departamental,Chuquisaca,3.81030297
Beni,2015,7,Jul,07-Jul,1435708800000.0,Regalia,Regalia Compensatoria,Beni,3.14271521
Chuquisaca,2008,2,Feb,02-Feb,1201824000000.0,Regalia,Regalia Departamental,Chuquisaca,1.30387133
Santa Cruz,2022,9,Sep,09-Sep,1661990400000.0,Regalia,Regalia Departamental,Santa Cruz,12.66492668
IDH,2012,9,Sep,09-Sep,1346457600000.0,IDH,IDH,IDH,156.876883
IDH,2020,4,Abr,04-Abr,1585699200000.0,IDH,IDH,IDH,91.261665
Santa Cruz,2021,8,Ago,08-Ago,1627776000000.0,Regalia,Regalia Departamental,Santa Cruz,8.88222044
Tarija,2018,11,Nov,11-Nov,1541030400000.0,Regalia,Regalia Departamental,Tarija,10.28890967
Tarija,2011,10,Oct,10-Oct,1317427200000.0,Regalia,Regalia Departamental,Tarija,14.68687024
Cochabamba,2007,7,Jul,07-Jul,1183248000000.0,Regalia,Regalia Departamental,Cochabamba,2.16464856
Chuquisaca,2023,9,Sep,09-Sep,1693526400000.0,Regalia,Regalia Departamental,Chuquisaca,3.69908498
Cochabamba,2011,1,Ene,01-Ene,1293840000000.0,Regalia,Regalia Departamental,Cochabamba,2.48259751
Tarija,2009,9,Sep,09-Sep,1251763200000.0,Regalia,Regalia Departamental,Gran Chaco,
Beni,2010,1,Ene,01-Ene,1262304000000.0,Regalia,Regalia Compensatoria,Beni,1.36831353
Cochabamba,2008,3,Mar,03-Mar,1204329600000.0,Regalia,Regalia Departamental,Cochabamba,3.8982426
Beni,2009,2,Feb,02-Feb,1233446400000.0,Regalia,Regalia Compensatoria,Beni,2.34435135
Tarija,2015,7,Jul,07-Jul,1435708800000.0,Regalia,Regalia Departamental,Gran Chaco,15.42925734
IDH,2018,3,Mar,03-Mar,1519862400000.0,IDH,IDH,IDH,84.577965
TGN,2016,12,Dic,12-Dic,1480550400000.0,Participacion,Participacion TGN,TGN,12.49846885
IDH,2016,4,Abr,04-Abr,1459468800000.0,IDH,IDH,IDH,79.61771
Tarija,2010,3,Mar,03-Mar,1267401600000.0,Regalia,Regalia Departamental,Tarija,7.66977193
Tarija,2007,9,Sep,09-Sep,1188604800000.0,Regalia,Regalia Departamental,Tarija,16.6784671
Tarija,2025,10,Oct,10-Oct,1759276800000.0,Regalia,Regalia Departamental,Gran Chaco,2.61819887
Tarija,2023,5,May,05-May,1682899200000.0,Regalia,Regalia Departamental,Tarija,5.26533396
Chuquisaca,2009,9,Sep,09-Sep,1251763200000.0,Regalia,Regalia Departamental,Chuquisaca,1.42221192
Tarija,2014,2,Feb,02-Feb,1391212800000.0,Regalia,Regalia Departamental,Gran Chaco,19.93843668
Cochabamba,2019,1,Ene,01-Ene,1546300800000.0,Regalia,Regalia Departamental,Cochabamba,1.10526267
Tarija,2016,9,Sep,09-Sep,1472688000000.0,Regalia,Regalia Departamental,Tarija,7.58249415
